MGA,0.00026485,02/21/2021 00:00:00
MKD,0.01966769,02/21/2021 00:00:00
MMK,0.00070805,02/21/2021 00:00:00
MNT,0.00035022,02/21/2021 00:00:00
MOP,0.12501422,02/21/2021 00:00:00
MRO,0.00280112,02/21/2021 00:00:00
MUR,0.02515726,02/21/2021 00:00:00
MVR,0.06491930,02/21/2021 00:00:00
MWK,0.00128213,02/21/2021 00:00:00
MXN,0.04895429,02/21/2021 00:00:00
MYR,0.24758358,02/21/2021 00:00:00
MZN,0.01331729,02/21/2021 00:00:00
NAD,0.06807176,02/21/2021 00:00:00
NGN,0.00262467,02/21/2021 00:00:00
NIO,0.02860642,02/21/2021 00:00:00
NOK,0.11815024,02/21/2021 00:00:00
NPR,0.00860463,02/21/2021 00:00:00
NZD,0.73065233,02/21/2021 00:00:00
OMR,2.59726767,02/21/2021 00:00:00
PAB,0.99829292,02/21/2021 00:00:00
PEN,0.27337044,02/21/2021 00:00:00
PGK,0.28073564,02/21/2021 00:00:00
PHP,0.02062154,02/21/2021 00:00:00
PKR,0.00627500,02/21/2021 00:00:00
PLN,0.27018994,02/21/2021 00:00:00
PYG,0.00015014,02/21/2021 00:00:00
QAR,0.27464680,02/21/2021 00:00:00
RON,0.24850648,02/21/2021 00:00:00
RSD,0.01030814,02/21/2021 00:00:00
RUB,0.01350712,02/21/2021 00:00:00
RWF,0.00100527,02/21/2021 00:00:00
SAR,0.26666667,02/21/2021 00:00:00
SBD,0.12489197,02/21/2021 00:00:00
SCR,0.04650849,02/21/2021 00:00:00
SDG,0.01809135,02/21/2021 00:00:00
SEK,0.12079775,02/21/2021 00:00:00
SGD,0.75437538,02/21/2021 00:00:00
SHP,1.40105079,02/21/2021 00:00:00
SLL,0.00009790,02/21/2021 00:00:00
SOS,0.00170648,02/21/2021 00:00:00
SRD,0.07065121,02/21/2021 00:00:00
STD,0.00004930,02/21/2021 00:00:00
SVC,0.11408636,02/21/2021 00:00:00
SYP,0.00195017,02/21/2021 00:00:00
SZL,0.06804948,02/21/2021 00:00:00
THB,0.03334996,02/21/2021 00:00:00
TJS,0.08761339,02/21/2021 00:00:00
TMT,0.28571429,02/21/2021 00:00:00
TND,0.36940718,02/21/2021 00:00:00
TOP,0.43429167,02/21/2021 00:00:00
TRY,0.14360182,02/21/2021 00:00:00
TTD,0.14715361,02/21/2021 00:00:00
TWD,0.03580521,02/21/2021 00:00:00
TZS,0.00043051,02/21/2021 00:00:00
UAH,0.03584836,02/21/2021 00:00:00
UGX,0.00027218,02/21/2021 00:00:00
USD,1.00000000,02/21/2021 00:00:00
USDT,1.00581714,02/21/2021 00:00:00
UYU,0.02331509,02/21/2021 00:00:00
UZS,0.00009479,02/21/2021 00:00:00
VEF,0.10012516,02/21/2021 00:00:00
VND,0.00004337,02/21/2021 00:00:00
VUV,0.00931983,02/21/2021 00:00:00
WST,0.39599569,02/21/2021 00:00:00
XAF,0.00184742,02/21/2021 00:00:00
XAG,27.27768685,02/21/2021 00:00:00
XAU,1785.71428571,02/21/2021 00:00:00
XCD,0.37002091,02/21/2021 00:00:00
XDR,1.43717394,02/21/2021 00:00:00
XOF,0.00184742,02/21/2021 00:00:00
XPF,0.01013681,02/21/2021 00:00:00
YER,0.00399401,02/21/2021 00:00:00
ZAR,0.06824536,02/21/2021 00:00:00
ZMK,0.00011110,02/21/2021 00:00:00
ZMW,0.04608138,02/21/2021 00:00:00
ZWL,0.00310559,02/21/2021 00:00:00
